日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2020-12-16,300274,41.13,41.41,41.97,39.73,414213,2578459424.0,5.51,1.77,0.72,3.82
2020-12-17,300274,40.76,40.7,41.02,39.02,432262,2625848592.0,4.83,-1.71,-0.71,3.99
2020-12-18,300274,40.2,40.25,41.88,39.35,411165,2548573360.0,6.22,-1.11,-0.45,3.79
2020-12-21,300274,41.27,43.49,44.05,40.55,529364,3409164416.0,8.7,8.05,3.24,4.88
2020-12-22,300274,42.85,41.34,44.49,40.95,510911,3321918992.0,8.14,-4.94,-2.15,4.71
2020-12-23,300274,43.02,46.37,48.84,43.02,627415,4350545152.0,14.08,12.17,5.03,5.79
2020-12-24,300274,46.08,46.71,48.76,44.37,436482,3078078448.0,9.47,0.73,0.34,4.03
2020-12-25,300274,47.14,49.8,51.14,46.07,504382,3661960128.0,10.85,6.62,3.09,4.65
2020-12-28,300274,49.85,49.27,49.87,46.87,607841,4389143296.0,6.02,-1.06,-0.53,5.61
2020-12-29,300274,48.08,43.78,48.3,42.22,743915,5022856960.0,12.34,-11.14,-5.49,6.86
2020-12-30,300274,44.38,44.97,46.31,44.38,465516,3189672336.0,4.41,2.72,1.19,4.29
2020-12-31,300274,46.41,48.06,48.4,46.34,477403,3409504528.0,4.58,6.87,3.09,4.4
2021-01-04,300274,48.35,52.3,54.86,45.71,673025,5039469568.0,19.04,8.82,4.24,6.2
2021-01-05,300274,51.01,51.31,54.01,50.47,511363,3961995232.0,6.77,-1.89,-0.99,4.71
2021-01-06,300274,51.46,53.71,54.65,50.35,446665,3476696384.0,8.38,4.68,2.4,4.12
2021-01-07,300274,55.24,60.04,61.03,55.14,586870,5052361984.0,10.97,11.79,6.33,5.41
2021-01-08,300274,60.04,57.34,60.84,55.76,680195,5846915072.0,8.46,-4.5,-2.7,6.27
2021-01-11,300274,56.82,54.32,56.82,52.02,528101,4282124816.0,8.37,-5.27,-3.02,4.87
2021-01-12,300274,54.31,58.54,60.04,53.43,530120,4509194496.0,12.17,7.77,4.22,4.89
2021-01-13,300274,58.25,59.47,62.76,57.87,498307,4451998976.0,8.35,1.59,0.93,4.59
2021-01-14,300274,59.32,59.9,62.59,56.31,543276,4800479744.0,10.56,0.72,0.43,5.01
2021-01-15,300274,57.49,56.55,58.36,53.54,587215,4899377920.0,8.05,-5.59,-3.35,5.41
2021-01-18,300274,55.31,57.96,59.06,53.24,422871,3572266208.0,10.29,2.49,1.41,3.89
2021-01-19,300274,58.36,56.39,59.75,55.3,396547,3387312736.0,7.68,-2.71,-1.57,3.65
2021-01-20,300274,57.16,62.33,62.58,56.75,564733,5046978560.0,10.34,10.53,5.94,5.2
2021-01-21,300274,63.62,63.19,63.63,60.9,532386,4893236992.0,4.38,1.38,0.86,4.9
2021-01-22,300274,62.9,67.06,67.92,62.83,543419,5307641600.0,8.06,6.12,3.87,5.0
2021-01-25,300274,67.2,69.71,77.68,66.35,810472,8559587584.0,16.9,3.95,2.65,7.46
2021-01-26,300274,67.2,64.75,68.12,63.89,867106,8400923648.0,6.07,-7.12,-4.96,7.98
2021-01-27,300274,66.41,71.14,71.14,62.55,721149,7084138496.0,13.27,9.87,6.39,6.64
2021-01-28,300274,67.21,67.63,70.35,67.2,478170,4815718912.0,4.43,-4.93,-3.51,4.4
2021-01-29,300274,68.86,71.36,72.47,65.13,691171,7067202560.0,10.85,5.52,3.73,6.36
2021-02-01,300274,70.78,65.68,72.65,63.98,743884,7403015168.0,12.15,-7.96,-5.68,6.85
2021-02-02,300274,66.63,66.77,68.75,64.81,506163,4995078144.0,6.0,1.66,1.09,4.66
2021-02-03,300274,69.34,70.8,74.85,69.34,708430,7481423616.0,8.25,6.04,4.03,6.52
